ids;url
1143146997458903041;https://t.co/Fz2mfGqDql
1143146692155518976;https://t.co/gUOixWnlU6
1143143194424741891;https://t.co/CobS2TfTBh
1143142162290348032;https://t.co/QExQc06Ewk
1143141698467442694;https://t.co/ZUKZnlzWxu
1143141627281727488;https://t.co/ozkkiEX1xi
1143141627281727488;https://t.co/YfT4OZpiEd
1143140145425727488;https://t.co/JO8K7ImzAY
1143139607699021824;https://t.co/CxOPLbzJWr
1143139158254379008;https://t.co/MU7ReydFt3
1143137962978435076;https://t.co/2cDrtCjLpw
1143137008077946880;https://t.co/43NjuckTgV
1143136967653281792;https://t.co/F6cAhUQ33I
1143135534413418497;https://t.co/CobS2TfTBh
1143132688603340801;https://t.co/wRl1aeFMAi
1143128524192190469;https://t.co/ozkkiEX1xi
1143128524192190469;https://t.co/YfT4OZpiEd
1143128524192190469;https://t.co/95wmHQfywU
1143127607636103168;https://t.co/HXNJZt1NnS
1143127433652187136;https://t.co/ozkkiEX1xi
1143126365178355712;https://t.co/tsZvDlbhHt
1143123115322617856;https://t.co/CobS2TfTBh
1143122689139388417;https://t.co/cTH9w7OTqE
1143122583174467586;https://t.co/CobS2TfTBh
1143122187186053121;https://t.co/LEedWj2Hy0
1143122155749687296;https://t.co/2cDrtCjLpw
1143119232110141441;https://t.co/j86ZiITXjA
1143118882632343552;https://t.co/MHJrfhVVWD
1143118804832141312;https://t.co/RPcnexNbYR
1143117873726054401;https://t.co/S2iVJSFHJx
1143117817069408256;https://t.co/mpN5ZL85j6
1143116951780253696;https://t.co/2cDrtCjLpw
1143116822348271616;https://t.co/YSWeyg8Ay8
1143116822348271616;https://t.co/6kpgkKgvO0
1143116575106576384;https://t.co/tbLg91TvHo
1143115659649396736;https://t.co/2cDrtCjLpw
1143115573238345728;https://t.co/CobS2TfTBh
1143115199093923840;https://t.co/2cDrtCjLpw
1143112043249225729;https://t.co/CobS2TfTBh
1143107485210939395;https://t.co/LEedWj2Hy0
1143106578398285824;https://t.co/7t2va0SDyJ
1143104345925476352;https://t.co/0hrwW1768A
1143103743162032128;https://t.co/8NXEzuwVZx
1143103739076775937;https://t.co/2cDrtCjLpw
1143103642830102529;https://t.co/k1QFWiXPNm
1143098986666086401;https://t.co/43suiHss1b
1143098959604387840;https://t.co/qb4xBlTDkE
1143098410263699456;https://t.co/uXJxg0VcQy
1143097337394450432;https://t.co/fwVWUXFhVq
1143091981943488514;https://t.co/fwVWUXFhVq
1143088936790765568;https://t.co/MgSzNuBgcG
1143078803457150976;https://t.co/pr3pk1N2Pl
1143075938739130368;https://t.co/078kYJdvP8
1143075040830906368;https://t.co/g9ND0wKFda
1143073889909727233;https://t.co/ZrF8JCDaeu
1143068727337988096;https://t.co/43NjuckTgV
